,atu,id,language,level_1,level_2,title
2549,432,3989,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The Blue Bird
2550,UNKNOWN,4011,German,UNKNOWN,UNKNOWN,Emmujärw und Wirtsjärw (Muttersee und Pfützensee)
2551,425,4012,Dutch,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Het meisje en het monster
2552,709,4017,Russian,Tales of Magic,Other Tales of the Supernatural,Сказка о мёртвой царевне и о семи богатырях
2553,709,4018,English,Tales of Magic,Other Tales of the Supernatural,Tale of the dead princessand the seven knights
2554,555,4019,Russian,Tales of Magic,Supernatural Helpers,Сказка о рыбаке и рыбке
2555,555,4020,English,Tales of Magic,Supernatural Helpers,Tale of the fisherman and the little fish
2556,555,4023,Russian,Tales of Magic,Supernatural Helpers,О рыбаке и его жене
2557,301,4024,German,Tales of Magic,Supernatural Adversaries,Der Vogel Dam
2558,400,4025,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Die drei Prinzessinnen aus Witenland
2559,1459,4026,German,Anecdotes and Jokes,Stories about a Woman,Eine Freiergeschichte
2560,120,4027,German,Animal Tales,Wild Animals and Domestic Animals,"Der Hahn, der Kuckuck und der Auerhahn"
2561,1415,4028,German,Anecdotes and Jokes,Stories about Married Couples,Gudbrand vom Berge
2562,1158,4029,German,Tales of the Stupid Ogre,Man Outwits the Devil,Der Bursch und der Teufel
2563,2075,4030,German,Formula Tales,Cumulative Tales,Der Hahn und die Henne
2564,UNKNOWN,4031,Russian,UNKNOWN,UNKNOWN,Сказка о медведихе
2565,57,4032,French,Animal Tales,Wild Animals,Le Corbeau et le Renard
2566,280,4034,French,Animal Tales,Other Animals and Objects,La Cigale et la Fourmi
2567,57,4035,English,Animal Tales,Wild Animals,The Crow and the Fox
2568,57,4036,Dutch,Animal Tales,Wild Animals,De raaf en de vos
2569,UNKNOWN,4037,French,UNKNOWN,UNKNOWN,La Grenouille qui veut se faire aussi grosse que le Boeuf
2570,UNKNOWN,4038,English,UNKNOWN,UNKNOWN,The Frog and Ox
2571,UNKNOWN,4039,French,UNKNOWN,UNKNOWN,Les Deux Mulets
2572,UNKNOWN,4040,French,UNKNOWN,UNKNOWN,Le Loup et le Chien
2573,UNKNOWN,4041,French,UNKNOWN,UNKNOWN,"La Génisse, la Chèvre, et la Brebis, en société avec le Lion"
2574,UNKNOWN,4042,French,UNKNOWN,UNKNOWN,La Besace
2575,UNKNOWN,4043,French,UNKNOWN,UNKNOWN,L'Hirondelle et les petits Oiseaux
2576,112,4044,French,Animal Tales,Wild Animals and Domestic Animals,Le Rat de ville et le Rat des champs
2577,UNKNOWN,4045,French,UNKNOWN,UNKNOWN,Le Loup et l'Agneau
2578,UNKNOWN,4046,French,UNKNOWN,UNKNOWN,L'Homme et son image
2579,UNKNOWN,4047,French,UNKNOWN,UNKNOWN,Le Dragon à plusieurs têtes et le Dragon à plusieurs queues
2580,UNKNOWN,4048,French,UNKNOWN,UNKNOWN,Les Voleurs et l'Ane
2581,UNKNOWN,4049,French,UNKNOWN,UNKNOWN,Simonide préservé par les Dieux
2582,UNKNOWN,4050,French,UNKNOWN,UNKNOWN,La Mort et le Malheureux
2583,UNKNOWN,4051,French,UNKNOWN,UNKNOWN,La Mort et le Bucheron
2584,UNKNOWN,4052,French,UNKNOWN,UNKNOWN,L'Homme entre deux âges et ses deux Maîtresses
2585,60,4053,French,Animal Tales,Wild Animals,Le Renard et la Cigogne
2586,UNKNOWN,4054,French,UNKNOWN,UNKNOWN,L'enfant et le Maître d'école
2587,UNKNOWN,4055,French,UNKNOWN,UNKNOWN,Le Coq et la Perle
2588,UNKNOWN,4056,French,UNKNOWN,UNKNOWN,Les Frelons et les mouches à miel
2589,UNKNOWN,4057,French,UNKNOWN,UNKNOWN,Le chêne et le Roseau
2590,UNKNOWN,4058,French,UNKNOWN,UNKNOWN,Contre ceux qui ont le goût difficile
2591,UNKNOWN,4059,French,UNKNOWN,UNKNOWN,Conseil tenu par les Rats
2592,UNKNOWN,4060,French,UNKNOWN,UNKNOWN,Le Loup plaidant contre le Renard par-devant le Singe
2593,UNKNOWN,4061,French,UNKNOWN,UNKNOWN,Les Deux Taureaux et une Grenouille
2594,UNKNOWN,4062,English,UNKNOWN,UNKNOWN,Two bulls and the frog
2595,UNKNOWN,4063,French,UNKNOWN,UNKNOWN,La Chauve-souris et les deux Belettes
2596,UNKNOWN,4064,French,UNKNOWN,UNKNOWN,L'Oiseau blessé d'une flèche
2597,UNKNOWN,4065,French,UNKNOWN,UNKNOWN,La Lice et sa Compagne
2598,UNKNOWN,4066,French,UNKNOWN,UNKNOWN,L'Aigle et l'Escarbot
2599,UNKNOWN,4067,French,UNKNOWN,UNKNOWN,Le Lion et le Moucheron
2600,UNKNOWN,4068,French,UNKNOWN,UNKNOWN,"L'Ane chargé d'éponges, et l'Ane chargé de sel"
2601,75,4069,French,Animal Tales,Wild Animals,Le Lion et le Rat
2602,UNKNOWN,4070,French,UNKNOWN,UNKNOWN,La Colombe et la Fourmi
2603,UNKNOWN,4071,French,UNKNOWN,UNKNOWN,L'Astrologue qui se laisse tomber dans un puits
2604,UNKNOWN,4072,French,UNKNOWN,UNKNOWN,Le Lièvre et les Grenouilles
2605,UNKNOWN,4073,French,UNKNOWN,UNKNOWN,Le Coq et le Renard
2606,UNKNOWN,4074,French,UNKNOWN,UNKNOWN,Le Corbeau voulant imiter l'Aigle
2607,UNKNOWN,4075,French,UNKNOWN,UNKNOWN,Le Paon se plaignant à Junon
2608,UNKNOWN,4076,French,UNKNOWN,UNKNOWN,La chatte métamorphosée en femme
2609,UNKNOWN,4077,French,UNKNOWN,UNKNOWN,Le Lion et l'Ane chassant
2610,UNKNOWN,4078,French,UNKNOWN,UNKNOWN,Testament expliqué par Esope
2611,1215,4079,French,Anecdotes and Jokes,Stories about a Fool,"Le Meunier, son Fils, et l'Ane"
2612,UNKNOWN,4080,French,UNKNOWN,UNKNOWN,Les Membres et l'Estomac
2613,UNKNOWN,4081,French,UNKNOWN,UNKNOWN,Le Loup devenu Berger
2614,UNKNOWN,4082,French,UNKNOWN,UNKNOWN,Les Grenouilles qui demandent un roi
2615,UNKNOWN,4083,French,UNKNOWN,UNKNOWN,Le Renard et le Bouc
2616,UNKNOWN,4084,French,UNKNOWN,UNKNOWN,"L'Aigle, la Laie, et la Chatte"
2617,UNKNOWN,4085,French,UNKNOWN,UNKNOWN,L'Ivrogne et sa Femme
2618,UNKNOWN,4086,French,UNKNOWN,UNKNOWN,La Goutte et l'Araignée
2619,76,4087,French,Animal Tales,Wild Animals,Le Loup et la Cigogne
2620,UNKNOWN,4088,French,UNKNOWN,UNKNOWN,Le Lion abattu par l'homme
2621,59,4089,French,Animal Tales,Wild Animals,Le Renard et les Raisins
2622,UNKNOWN,4090,French,UNKNOWN,UNKNOWN,Le Cygne et le Cuisinier
2623,UNKNOWN,4091,French,UNKNOWN,UNKNOWN,Les Loups et les Brebis
2624,UNKNOWN,4092,French,UNKNOWN,UNKNOWN,Le Lion devenu vieux
2625,UNKNOWN,4093,French,UNKNOWN,UNKNOWN,Philomèle et Progné
2626,UNKNOWN,4094,French,UNKNOWN,UNKNOWN,La Femme noyée
2627,UNKNOWN,4095,French,UNKNOWN,UNKNOWN,La Belette entrée dans un grenier
2628,UNKNOWN,4096,French,UNKNOWN,UNKNOWN,Le Chat et un vieux Rat
2629,500,4098,English,Tales of Magic,Supernatural Helpers,Anansi in hunger
2630,709,4099,English,Tales of Magic,Other Tales of the Supernatural,The Young Slave
2631,UNKNOWN,4100,French,UNKNOWN,UNKNOWN,Le Lion amoureux
2632,UNKNOWN,4101,French,UNKNOWN,UNKNOWN,Le Berger et la Mer
2633,UNKNOWN,4102,French,UNKNOWN,UNKNOWN,La Mouche et la Fourmi
2634,UNKNOWN,4103,French,UNKNOWN,UNKNOWN,Le Jardinier et son Seigneur
2635,UNKNOWN,4104,French,UNKNOWN,UNKNOWN,L'Ane et le petit Chien
2636,UNKNOWN,4105,French,UNKNOWN,UNKNOWN,Le Combat des Rats et des Belettes
2637,UNKNOWN,4106,French,UNKNOWN,UNKNOWN,Le Singe et le Dauphin
2638,UNKNOWN,4107,French,UNKNOWN,UNKNOWN,L'Homme et l'Idole de bois
2639,UNKNOWN,4108,French,UNKNOWN,UNKNOWN,Le Geai paré des plumes du Paon
2640,UNKNOWN,4109,French,UNKNOWN,UNKNOWN,Le Chameau et les Bâtons flottants
2641,278,4110,French,Animal Tales,Other Animals and Objects,La Grenouille et le Rat
2642,UNKNOWN,4111,French,UNKNOWN,UNKNOWN,Tribut envoyé par les animaux à Alexandre
2643,UNKNOWN,4112,French,UNKNOWN,UNKNOWN,Le Cheval s'étant voulu venger du Cerf
2644,UNKNOWN,4113,French,UNKNOWN,UNKNOWN,Le Renard et le Buste
2645,UNKNOWN,4114,French,UNKNOWN,UNKNOWN,"Le Loup, la Chèvre et le Chevreau"
2646,UNKNOWN,4115,French,UNKNOWN,UNKNOWN,"Le Loup, la Mère et l'Enfant"
2647,UNKNOWN,4116,French,UNKNOWN,UNKNOWN,Parole de Socrate
2648,UNKNOWN,4117,French,UNKNOWN,UNKNOWN,Le Vieillard et ses Enfants
2649,UNKNOWN,4118,French,UNKNOWN,UNKNOWN,L'Oracle et l'Impie
2650,UNKNOWN,4119,French,UNKNOWN,UNKNOWN,L'Avare qui a perdu son trésor
2651,UNKNOWN,4120,French,UNKNOWN,UNKNOWN,L'Oeil du Maître
2652,UNKNOWN,4121,French,UNKNOWN,UNKNOWN,L'Alouette et ses Petits avec le Maître d'un champ
2653,UNKNOWN,4122,French,UNKNOWN,UNKNOWN,Le Bûcheron et Mercure
2654,UNKNOWN,4123,French,UNKNOWN,UNKNOWN,Le Pot de terre et le Pot de fer
2655,UNKNOWN,4124,French,UNKNOWN,UNKNOWN,Le petit Poisson et le Pêcheur
2656,UNKNOWN,4125,French,UNKNOWN,UNKNOWN,Les Oreilles du Lièvre
2657,UNKNOWN,4126,French,UNKNOWN,UNKNOWN,Le Renard ayant la queue coupée
2658,UNKNOWN,4127,French,UNKNOWN,UNKNOWN,La Vieille et les deux Servantes
2659,UNKNOWN,4128,French,UNKNOWN,UNKNOWN,Le Satyre et le Passant
2660,UNKNOWN,4129,French,UNKNOWN,UNKNOWN,Le Cheval et le Loup
2661,UNKNOWN,4130,French,UNKNOWN,UNKNOWN,Le Laboureur et ses Enfants
2662,UNKNOWN,4131,French,UNKNOWN,UNKNOWN,La Montagne qui accouche
2663,UNKNOWN,4132,French,UNKNOWN,UNKNOWN,La Fortune et le jeune Enfant
2664,UNKNOWN,4133,French,UNKNOWN,UNKNOWN,Les Médecins
2665,UNKNOWN,4134,French,UNKNOWN,UNKNOWN,La Poule aux oeufs d'or
2666,UNKNOWN,4135,French,UNKNOWN,UNKNOWN,L'Ane portant des reliques
2667,UNKNOWN,4136,French,UNKNOWN,UNKNOWN,Le Cerf et la Vigne
2668,UNKNOWN,4137,French,UNKNOWN,UNKNOWN,Le Serpent et la Lime
2669,UNKNOWN,4138,French,UNKNOWN,UNKNOWN,Le Lièvre et la Perdrix
2670,UNKNOWN,4139,French,UNKNOWN,UNKNOWN,L'Aigle et le Hibou
2671,UNKNOWN,4140,French,UNKNOWN,UNKNOWN,Le Lion s'en allant en guerre
2672,UNKNOWN,4141,French,UNKNOWN,UNKNOWN,L'Ours et les deux Compagnons
2673,UNKNOWN,4142,French,UNKNOWN,UNKNOWN,L'Ane vêtu de la peau du lion
2674,UNKNOWN,4143,French,UNKNOWN,UNKNOWN,Le Pâtre et le Lion - Le Lion et le Chasseur
2675,298,4144,French,Animal Tales,Other Animals and Objects,Phébus et Borée
2676,UNKNOWN,4145,French,UNKNOWN,UNKNOWN,Jupiter et le Métayer
2677,UNKNOWN,4146,French,UNKNOWN,UNKNOWN,"Le Cochet, le Chat, et le Souriceau"
2678,UNKNOWN,4147,French,UNKNOWN,UNKNOWN,"Le Renard, le Singe, et les Animaux"
2679,UNKNOWN,4148,French,UNKNOWN,UNKNOWN,Le Mulet se vantant de sa généalogie
2680,UNKNOWN,4149,French,UNKNOWN,UNKNOWN,Le Vieillard et l'Ane
2681,77,4150,French,Animal Tales,Wild Animals,Le Cerf se voyant dans l'eau
2682,UNKNOWN,4151,French,UNKNOWN,UNKNOWN,Le Lièvre et la Tortue
2683,UNKNOWN,4152,French,UNKNOWN,UNKNOWN,L'Ane et ses Maîtres
2684,UNKNOWN,4153,French,UNKNOWN,UNKNOWN,Le Soleil et les Grenouilles
2685,UNKNOWN,4154,French,UNKNOWN,UNKNOWN,Le Villageois et le Serpent
2686,UNKNOWN,4155,French,UNKNOWN,UNKNOWN,Le Lion malade et le Renard
2687,UNKNOWN,4156,French,UNKNOWN,UNKNOWN,"L'oiseleur, l'Autour, et l'Alouette"
2688,UNKNOWN,4157,French,UNKNOWN,UNKNOWN,Le Cheval et l'Ane
2689,34,4158,French,Animal Tales,Wild Animals,Le Chien qui lâche sa proie pour l'ombre
2690,UNKNOWN,4159,French,UNKNOWN,UNKNOWN,Le Chartier embourbé
2691,UNKNOWN,4160,French,UNKNOWN,UNKNOWN,Le Charlatan
2692,UNKNOWN,4161,French,UNKNOWN,UNKNOWN,La Discorde
2693,UNKNOWN,4162,French,UNKNOWN,UNKNOWN,La Jeune Veuve
2694,UNKNOWN,4163,French,UNKNOWN,UNKNOWN,Les Animaux malades de la peste
2695,UNKNOWN,4164,French,UNKNOWN,UNKNOWN,Le Mal Marié
2696,UNKNOWN,4165,French,UNKNOWN,UNKNOWN,Le Rat qui s'est retiré du monde
2697,UNKNOWN,4166,French,UNKNOWN,UNKNOWN,"Le Héron, la Fille"
2698,UNKNOWN,4167,French,UNKNOWN,UNKNOWN,Les Souhaits
2699,UNKNOWN,4168,French,UNKNOWN,UNKNOWN,La Cour du Lion
2700,UNKNOWN,4169,French,UNKNOWN,UNKNOWN,Les Vautours et les Pigeons
2701,UNKNOWN,4170,French,UNKNOWN,UNKNOWN,Le Coche et la Mouche
2702,UNKNOWN,4171,French,UNKNOWN,UNKNOWN,La Laitière et le Pot au lait
2703,UNKNOWN,4172,French,UNKNOWN,UNKNOWN,Le Curé et le Mort
2704,UNKNOWN,4173,French,UNKNOWN,UNKNOWN,L'Homme qui court après la Fortune et l'Homme qui l'attend dans son lit
2705,UNKNOWN,4174,French,UNKNOWN,UNKNOWN,Les deux Coqs
2706,UNKNOWN,4175,French,UNKNOWN,UNKNOWN,L'Ingratitude et l'Injustice des hommes envers la fortune
2707,UNKNOWN,4176,French,UNKNOWN,UNKNOWN,Les Devineresses
2708,UNKNOWN,4177,French,UNKNOWN,UNKNOWN,"Le Chat, la Belette, et le petit Lapin"
2709,UNKNOWN,4178,French,UNKNOWN,UNKNOWN,La Tête et la Queue du serpent
2710,UNKNOWN,4179,French,UNKNOWN,UNKNOWN,Un Animal dans la lune
2711,UNKNOWN,4180,French,UNKNOWN,UNKNOWN,La Mort et le Mourant
2712,UNKNOWN,4181,French,UNKNOWN,UNKNOWN,Le Savetier et le Financier
2713,50,4182,French,Animal Tales,Wild Animals,"Le Lion, le Loup, et le Renard"
2714,UNKNOWN,4183,French,UNKNOWN,UNKNOWN,Le Pouvoir des Fables
2715,UNKNOWN,4184,French,UNKNOWN,UNKNOWN,L'Homme et la Puce
2716,UNKNOWN,4185,French,UNKNOWN,UNKNOWN,Les Femmes et le Secret
2717,UNKNOWN,4186,French,UNKNOWN,UNKNOWN,Le Chien qui porte à son cou le dîné de son maître
2718,UNKNOWN,4187,French,UNKNOWN,UNKNOWN,Le Rieur et les Poissons
2719,UNKNOWN,4188,French,UNKNOWN,UNKNOWN,Le Rat et l'Huître
2720,UNKNOWN,4189,French,UNKNOWN,UNKNOWN,L'Ours et l'Amateur des Jardins
2721,UNKNOWN,4190,French,UNKNOWN,UNKNOWN,Les deux Amis
2722,UNKNOWN,4191,French,UNKNOWN,UNKNOWN,"Le Cochon, la Chèvre et le Mouton"
2723,UNKNOWN,4192,French,UNKNOWN,UNKNOWN,Tircis et Amarante
2724,UNKNOWN,4193,French,UNKNOWN,UNKNOWN,Les Obsèques de la Lionne
2725,UNKNOWN,4194,French,UNKNOWN,UNKNOWN,Le Rat et l'Eléphant
2726,UNKNOWN,4195,French,UNKNOWN,UNKNOWN,L'Horoscope
2727,UNKNOWN,4196,French,UNKNOWN,UNKNOWN,L'Ane et le Chien
2728,UNKNOWN,4197,French,UNKNOWN,UNKNOWN,Le Bassa et le Marchand
2729,UNKNOWN,4198,French,UNKNOWN,UNKNOWN,L'Avantage de la science
2730,UNKNOWN,4199,French,UNKNOWN,UNKNOWN,Jupiter et les Tonnerres
2731,UNKNOWN,4200,French,UNKNOWN,UNKNOWN,Le Faucon et le Chapon
2732,UNKNOWN,4201,French,UNKNOWN,UNKNOWN,Le Chat et le Rat
2733,UNKNOWN,4202,French,UNKNOWN,UNKNOWN,Le Torrent et la Rivière
2734,UNKNOWN,4203,French,UNKNOWN,UNKNOWN,L'Education
2735,UNKNOWN,4204,French,UNKNOWN,UNKNOWN,Les deux Chiens et l'Ane mort
2736,UNKNOWN,4205,French,UNKNOWN,UNKNOWN,Démocrite et les Abdéritains
2737,UNKNOWN,4206,French,UNKNOWN,UNKNOWN,Le Loup et le Chasseur
2738,UNKNOWN,4207,French,UNKNOWN,UNKNOWN,Le Dépositaire infidèle
2739,UNKNOWN,4208,French,UNKNOWN,UNKNOWN,Les deux Pigeons
2740,UNKNOWN,4209,French,UNKNOWN,UNKNOWN,Le Singe et le Léopard
2741,UNKNOWN,4210,French,UNKNOWN,UNKNOWN,Le Gland et la Citrouille
2742,UNKNOWN,4211,French,UNKNOWN,UNKNOWN,"L'Ecolier, le Pédant, et le Maître d'un jardin"
2743,UNKNOWN,4212,French,UNKNOWN,UNKNOWN,Le Statuaire et la Statue de Jupiter
2744,UNKNOWN,4213,French,UNKNOWN,UNKNOWN,La Souris métamorphosée en fille
2745,UNKNOWN,4214,French,UNKNOWN,UNKNOWN,Le Fou qui vend la sagesse
2746,UNKNOWN,4215,French,UNKNOWN,UNKNOWN,L'Huître et les Plaideurs
2747,UNKNOWN,4216,French,UNKNOWN,UNKNOWN,Le Loup et le Chien maigre
2748,UNKNOWN,4217,French,UNKNOWN,UNKNOWN,Rien de trop
2749,UNKNOWN,4218,French,UNKNOWN,UNKNOWN,Le Cierge
2750,UNKNOWN,4219,French,UNKNOWN,UNKNOWN,Jupiter et le Passager
2751,105,4220,French,Animal Tales,Wild Animals and Domestic Animals,Le Chat et le Renard
2752,UNKNOWN,4221,French,UNKNOWN,UNKNOWN,"Le Mari, la Femme, et le Voleur"
2753,UNKNOWN,4222,French,UNKNOWN,UNKNOWN,Le Trésor et les deux Hommes
2754,UNKNOWN,4223,French,UNKNOWN,UNKNOWN,Le Singe et le Chat
2755,UNKNOWN,4224,French,UNKNOWN,UNKNOWN,Le Milan et le Rossignol
2756,UNKNOWN,4225,French,UNKNOWN,UNKNOWN,Le Berger et son troupeau
2757,UNKNOWN,4226,French,UNKNOWN,UNKNOWN,Discours à Madame de la Sablière
2758,UNKNOWN,4227,French,UNKNOWN,UNKNOWN,"Les deux Rats, le Renard, et l'Oeuf"
2759,UNKNOWN,4228,French,UNKNOWN,UNKNOWN,L'Homme et la Couleuvre
2760,UNKNOWN,4229,French,UNKNOWN,UNKNOWN,La Tortue et les deux Canards
2761,UNKNOWN,4230,French,UNKNOWN,UNKNOWN,Les Poissons et le Cormoran
2762,UNKNOWN,4231,French,UNKNOWN,UNKNOWN,L'Enfouisseur et son Compère
2763,UNKNOWN,4232,French,UNKNOWN,UNKNOWN,Le Loup et les Bergers
2764,UNKNOWN,4233,French,UNKNOWN,UNKNOWN,L'Araignée et l'Hirondelle
2765,UNKNOWN,4234,French,UNKNOWN,UNKNOWN,La Perdrix et les Coqs
2766,UNKNOWN,4235,French,UNKNOWN,UNKNOWN,Le Chien à qui on a coupé les oreilles
2767,UNKNOWN,4236,French,UNKNOWN,UNKNOWN,Le Berger et le Roi
2768,UNKNOWN,4237,French,UNKNOWN,UNKNOWN,Les Poissons et le Berger qui joue de la flûte
2769,UNKNOWN,4238,French,UNKNOWN,UNKNOWN,"Les deux Perroquets, le Roi, et son fils"
2770,UNKNOWN,4239,French,UNKNOWN,UNKNOWN,La Lionne et l'Ourse
2771,UNKNOWN,4240,French,UNKNOWN,UNKNOWN,Les deux Aventuriers et le Talisman
2772,UNKNOWN,4241,French,UNKNOWN,UNKNOWN,Discours à Monsieur le Duc de La Rochefoucault
2773,UNKNOWN,4242,French,UNKNOWN,UNKNOWN,"Le Marchand, le Gentilhomme, le Pâtre, et le Fils de roi"
2774,UNKNOWN,4243,French,UNKNOWN,UNKNOWN,Le Lion
2775,UNKNOWN,4244,French,UNKNOWN,UNKNOWN,Les Dieux voulant instruire un fils de Jupiter
2776,UNKNOWN,4245,French,UNKNOWN,UNKNOWN,"Le Fermier, le Chien, et le Renard"
2777,UNKNOWN,4246,French,UNKNOWN,UNKNOWN,Le Songe d'un habitant du Mogol
2778,UNKNOWN,4247,French,UNKNOWN,UNKNOWN,"Le Lion, le Singe, et les deux Anes"
2779,UNKNOWN,4248,French,UNKNOWN,UNKNOWN,Le Loup et le Renard
2780,UNKNOWN,4249,French,UNKNOWN,UNKNOWN,Le Paysan du Danube
2781,UNKNOWN,4250,French,UNKNOWN,UNKNOWN,Le Vieillard et les trois jeunes Hommes
2782,UNKNOWN,4251,French,UNKNOWN,UNKNOWN,Les Souris et le Chat-Huant
2783,UNKNOWN,4252,French,UNKNOWN,UNKNOWN,Les Compagnons d'Ulysse
2784,UNKNOWN,4253,French,UNKNOWN,UNKNOWN,Le Chat et les deux Moineaux
2785,UNKNOWN,4254,French,UNKNOWN,UNKNOWN,Du Thésauriseur et du Singe
2786,UNKNOWN,4255,French,UNKNOWN,UNKNOWN,Les Deux Chèvres
2787,UNKNOWN,4256,French,UNKNOWN,UNKNOWN,Le vieux Chat et la jeune Souris
2788,UNKNOWN,4257,French,UNKNOWN,UNKNOWN,Le Cerf malade
2789,UNKNOWN,4258,French,UNKNOWN,UNKNOWN,"La Chauve-Souris, le Buisson, et le Canard"
2790,UNKNOWN,4259,French,UNKNOWN,UNKNOWN,"La Querelle des chiens et des chats, et celle des chats et des souris"
2791,UNKNOWN,4260,French,UNKNOWN,UNKNOWN,Le Loup et le Renard
2792,UNKNOWN,4261,French,UNKNOWN,UNKNOWN,L'Ecrevisse et sa Fille
2793,UNKNOWN,4262,French,UNKNOWN,UNKNOWN,L'Aigle et la Pie
2794,UNKNOWN,4263,French,UNKNOWN,UNKNOWN,"Le Milan, le Roi, et le Chasseur"
2795,UNKNOWN,4264,French,UNKNOWN,UNKNOWN,"Le Renard, les Mouches, et le Hérisson"
2796,UNKNOWN,4265,French,UNKNOWN,UNKNOWN,L'Amour et la Folie
2797,UNKNOWN,4266,French,UNKNOWN,UNKNOWN,"Le Corbeau, la Gazelle, la Tortue, et le Rat"
2798,UNKNOWN,4267,French,UNKNOWN,UNKNOWN,La Forêt et le Bûcheron
2799,UNKNOWN,4268,French,UNKNOWN,UNKNOWN,"Le Renard, le Loup, et le Cheval"
2800,UNKNOWN,4269,French,UNKNOWN,UNKNOWN,Le Renard et les Poulets d'Inde
2801,UNKNOWN,4270,French,UNKNOWN,UNKNOWN,Le Singe et le Chat
2802,UNKNOWN,4271,French,UNKNOWN,UNKNOWN,Le Philosophe scythe
2803,UNKNOWN,4272,French,UNKNOWN,UNKNOWN,L'Eléphant et le Singe de Jupiter
2804,UNKNOWN,4273,French,UNKNOWN,UNKNOWN,Un Fou et un Sage
2805,UNKNOWN,4274,French,UNKNOWN,UNKNOWN,Le Renard anglais
2806,UNKNOWN,4275,French,UNKNOWN,UNKNOWN,Daphnis et Alcimadure
2807,UNKNOWN,4276,French,UNKNOWN,UNKNOWN,Philémon et Baucis
2808,UNKNOWN,4277,French,UNKNOWN,UNKNOWN,La Matrone d'Ephèse
2809,UNKNOWN,4278,French,UNKNOWN,UNKNOWN,Belphégor
2810,UNKNOWN,4279,French,UNKNOWN,UNKNOWN,Les Filles de Minée
2811,UNKNOWN,4280,French,UNKNOWN,UNKNOWN,"Le Juge arbitre, l'Hospitalier, et le Solitaire"
2812,280,4282,Dutch,Animal Tales,Other Animals and Objects,De krekel en de mier
2813,280,4288,Spanish,Animal Tales,Other Animals and Objects,La cigarra y la hormiga
2814,UNKNOWN,4293,Spanish,UNKNOWN,UNKNOWN,El Asno y el Cochino 
2815,280,4294,Spanish,Animal Tales,Other Animals and Objects,La Cigarra y la Hormiga 
2816,UNKNOWN,4295,Spanish,UNKNOWN,UNKNOWN,El Muchacho y la Fortuna 
2817,UNKNOWN,4296,Spanish,UNKNOWN,UNKNOWN,La Codorniz 
2818,UNKNOWN,4297,Spanish,UNKNOWN,UNKNOWN,El Águila y el Escarabajo 
2819,UNKNOWN,4298,Spanish,UNKNOWN,UNKNOWN,El León vencido por el Hombre 
2820,UNKNOWN,4299,Spanish,UNKNOWN,UNKNOWN,La Zorra y el Busto 
2821,112,4300,Spanish,Animal Tales,Wild Animals and Domestic Animals,El Ratón de la corte y el del campo 
2822,UNKNOWN,4301,Spanish,UNKNOWN,UNKNOWN,El Herrero y el Perro 
2823,UNKNOWN,4302,Spanish,UNKNOWN,UNKNOWN,La Zorra y la Cigüeña 
2824,UNKNOWN,4303,Spanish,UNKNOWN,UNKNOWN,Las Moscas 
2825,UNKNOWN,4304,Spanish,UNKNOWN,UNKNOWN,El Leopardo y las Monas 
2826,UNKNOWN,4305,Spanish,UNKNOWN,UNKNOWN,El Ciervo en la fuente 
2827,UNKNOWN,4306,Spanish,UNKNOWN,UNKNOWN,El león y la Zorra 
2828,UNKNOWN,4307,Spanish,UNKNOWN,UNKNOWN,La Cierva y el Cervato 
2829,UNKNOWN,4308,Spanish,UNKNOWN,UNKNOWN,El Labrador y la Cigüeña 
2830,UNKNOWN,4309,Spanish,UNKNOWN,UNKNOWN,La Serpiente y la Lima 
2831,UNKNOWN,4310,Spanish,UNKNOWN,UNKNOWN,El Calvo y la Mosca 
2832,UNKNOWN,4311,Spanish,UNKNOWN,UNKNOWN,Los dos Amigos y el Oso 
2833,UNKNOWN,4312,Spanish,UNKNOWN,UNKNOWN,"La Águila, la Gata y la Jabalina "
2834,UNKNOWN,4313,Spanish,UNKNOWN,UNKNOWN,El León con su ejército 
2835,UNKNOWN,4314,Spanish,UNKNOWN,UNKNOWN,La Lechera 
2836,UNKNOWN,4315,Spanish,UNKNOWN,UNKNOWN,El Asno sesudo 
2837,UNKNOWN,4316,Spanish,UNKNOWN,UNKNOWN,El Zagal y las Ovejas 
2838,UNKNOWN,4317,Spanish,UNKNOWN,UNKNOWN,"La Águila, la Corneja y la Tortuga "
2839,UNKNOWN,4318,Spanish,UNKNOWN,UNKNOWN,El Lobo y la Cigüeña 
2840,UNKNOWN,4319,Spanish,UNKNOWN,UNKNOWN,El Hombre y la Culebra 
2841,UNKNOWN,4320,Spanish,UNKNOWN,UNKNOWN,El Pájaro herido de una flecha 
2842,UNKNOWN,4321,Spanish,UNKNOWN,UNKNOWN,El Pescador y el Pez 
2843,UNKNOWN,4322,Spanish,UNKNOWN,UNKNOWN,El Gorrión y la Liebre 
2844,UNKNOWN,4323,Spanish,UNKNOWN,UNKNOWN,Júpiter y la Tortuga 
2845,UNKNOWN,4324,Spanish,UNKNOWN,UNKNOWN,El Charlatán 
2846,UNKNOWN,4325,Spanish,UNKNOWN,UNKNOWN,El Milano y las Palomas 
2847,UNKNOWN,4326,Spanish,UNKNOWN,UNKNOWN,Las dos Ranas 
2848,UNKNOWN,4327,Spanish,UNKNOWN,UNKNOWN,El parto de los Montes 
